;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
35; Chevrolet Cruze I Рестайлинг  ; 2013 ; 610 000 ; 40 800 ;" Зеленоград
"; 23 апреля; 4,4; 1.8 л; 141 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1390; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 190; 11.5; АИ-95; переднее, поперечное; 1796; нет; 141 / 104 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 80.5 × 88.2
36; Chevrolet Lanos I  ; 2008 ; 120 000 ; 159 100 ;" Санкт-Петербург
"; 23 апреля; 3,5; 1.5 л; 86 л.с.; механика; бензин; АИ-92; передний; 12.5 с; США; 4; 5; 4237; 1678; 1432; 2520; 395; 1070; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 172; 12.5; АИ-92; переднее, поперечное; 1498; нет; 86 / 63 при 5800; 130 при 3400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.5; 76.5 × 81.5
37; Chevrolet Captiva I Рестайлинг  ; 2012 ; 910 000 ; 78 500 ;" Люберцы
"; 23 апреля; 4,4; 2.4 л; 167 л.с.; автомат; бензин; АИ-95; полный; 11.1 с; США; 5; 5, 7; 4673; 1868; 1756; 2707; 477/942; 1868; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 175; 11.1; АИ-95; переднее, поперечное; 2384; нет; 167 / 123 при 5600; 230 при 4600; рядное; 4; 4; распределенный впрыск (многоточечный); 10.4; 88 × 98
38; Chevrolet Cruze I  ; 2012 ; 400 000 ; 114 000 ;" Москва
"; 23 апреля; 4,3; 1.8 л; 141 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1315; автомат; 6; передний; независимая, пружинная; полунезависимая, торсионная; дисковые вентилируемые; дисковые; 190; 11.5; АИ-95; переднее, поперечное; 1796; нет; 141 / 103 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 9.7; 80.5 × 88.2
39; Chevrolet Cruze I Рестайлинг  ; 2013 ; 550 000 ; 95 000 ;" Москва
"; 23 апреля; 4,4; 1.8 л; 141 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1390; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 190; 11.5; АИ-95; переднее, поперечное; 1796; нет; 141 / 104 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 80.5 × 88.2
40; Chevrolet Lanos I  ; 2008 ; 140 000 ; 150 000 ;" Москва
"; 23 апреля; 3,5; 1.5 л; 86 л.с.; механика; бензин; АИ-92; передний; 12.5 с; США; 4; 5; 4237; 1678; 1432; 2520; 395; 1070; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 172; 12.5; АИ-92; переднее, поперечное; 1498; нет; 86 / 63 при 5800; 130 при 3400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.5; 76.5 × 81.5
41; Chevrolet Lacetti  ; 2008 ; 280 000 ; 140 000 ;" Санкт-Петербург
"; 23 апреля; 4,0; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 10.7 с; США; 4; 5; 4515; 1725; 1445; 2600; 405/1225; 1180; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 187; 10.7; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 5800; 150 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 79 × 81.5
42; Chevrolet Cruze I Рестайлинг  ; 2013 ; 530 000 ; 77 000 ;" Красноярск
"; 23 апреля; 4,4; 1.8 л; 141 л.с.; механика; бензин; АИ-95; передний; 10 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1380; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 200; 10; АИ-95; переднее, поперечное; 1796; нет; 141 / 104 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 80.5 × 88.2
43; Chevrolet Aveo I Рестайлинг  ; 2008 ; 170 000 ; 66 345 ;" Нижний Тагил
"; 23 апреля; 3,8; 1.2 л; 84 л.с.; механика; бензин; АИ-95; передний; 12.8 с; США; 5; 5; 3920; 1680; 1505; 2480; 220/980; 990; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 170; 12.8; АИ-95; переднее, поперечное; 1206; нет; 84 / 62 при 6000; 114 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 69.7 × 79
44; Chevrolet Orlando I  ; 2012 ; 620 000 ; 120 000 ;" Севастополь
"; 23 апреля; 4,3; 1.8 л; 141 л.с.; механика; бензин; АИ-95; передний; 11.6 с; США; 5; 7; 4652; 1836; 1633; 2761; 454; 1660; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 11.6; АИ-95; переднее, поперечное; 1796; нет; 141 / 104 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 80.5 × 88.2
45; Chevrolet Niva I Рестайлинг  ; 2013 ; 380 000 ; 62 000 ;" Москва
"; 13 апреля; 3,4; 1.7 л; 80 л.с.; механика; бензин; АИ-95; полный; 19 с; США; 5; 5; 4048; 1770; 1652; 2450; 320/650; 1410; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 140; 19; АИ-95; переднее, продольное; 1690; нет; 80 / 59 при 5000; 127 при 4000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.3; 82 × 80
46; Chevrolet TrailBlazer II  ; 2013 ;980 000 ; 80 000 ;" Санкт-Петербург
"; 23 апреля; 4,4; 2.8 л; 180 л.с.; автомат; дизель; ДТ; полный; 12.5 с; США; 5; 7; 4878; 1902; 1848; 2845; 878/1830; 2091; автомат; 6; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 180; 12.5; ДТ; переднее, продольное; 2776; турбонаддув; 180 / 132 при 3800; 470 при 1600; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16; 94 × 100
47; Chevrolet Aveo I Рестайлинг  ; 2011 ; 313 000 ; 81 000 ;" Москва
"; 23 апреля; 3,8; 1.2 л; 84 л.с.; механика; бензин; АИ-95; передний; 12.8 с; США; 4; 5; 4310; 1710; 1505; 2480; 400; 1000; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 170; 12.8; АИ-95; переднее, поперечное; 1206; нет; 84 / 62 при 6000; 114 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 69.7 × 79
48; Chevrolet Niva I Рестайлинг  ; 2010 ; 230 000 ; 170 000 ;" Санкт-Петербург
"; 23 апреля; 3,4; 1.7 л; 80 л.с.; механика; бензин; АИ-95; полный; 19 с; США; 5; 5; 4048; 1770; 1652; 2450; 320/650; 1410; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 140; 19; АИ-95; переднее, продольное; 1690; нет; 80 / 59 при 5000; 127 при 4000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.3; 82 × 80
49; Chevrolet Lacetti  ; 2012 ; 325 000 ; 98 474 ;" Москва
"; 10 апреля; 4,0; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 10.7 с; США; 5; 5; 4295; 1725; 1445; 2600; 275/1045; 1175; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 187; 10.7; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 5800; 150 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 79 × 81.5
50; Chevrolet Cruze I Рестайлинг  ; 2012 ; 515 000 ; 87 000 ;" Москва
"; 22 марта; 4,4; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 12.5 с; США; 5; 5; 4510; 1797; 1477; 2685; 413; 1365; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 12.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 79 × 81.5
51; Chevrolet Aveo II  ; 2012 ; 350 000 ; 92 000 ;" Челябинск
"; 24 апреля; 4,0; 1.4 л; 100 л.с.; механика; бензин;; передний; 12.2 с; США; 4; 5; 4399; 1735; 1517; 2525; 502; 1098; механика; 5; передний; независимая, пружинная; полунезависимая, торсионная; дисковые вентилируемые;; 177; 12.2;; переднее, поперечное; 1398; нет; 100 / 74 при 6000; 130 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 73.4 × 82.6
52; Chevrolet Cruze I Рестайлинг  ; 2014 ; 483 000 ; 103 422 ;" Москва
"; 23 апреля; 4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53; Chevrolet Aveo I Рестайлинг  ; 2008 ; 250 000 ; 106 000 ;" Москва
"; 23 апреля; 3,8; 1.4 л; 101 л.с.; механика; бензин; АИ-95; передний; 11.9 с; США; 5; 5; 3920; 1680; 1505; 2480; 220/980; 1060; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 175; 11.9; АИ-95; переднее, поперечное; 1399; нет; 101 / 74 при 6400; 131 при 4200; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 77.9 × 73.4
54; Chevrolet Aveo I Рестайлинг  ; 2008 ; 250 000 ; 145 000 ;" Москва
"; 23 апреля; 3,8; 1.2 л; 72 л.с.; механика; бензин; АИ-95; передний; 13.7 с; США; 4; 5; 4310; 1710; 1505; 2480; 400; 997; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; барабанные; 157; 13.7; АИ-95; переднее, поперечное; 1150; нет; 72 / 53 при 5400; 104 при 4400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.3; 68.5 × 78
55; Chevrolet Lacetti  ; 2011 ; 350 000 ; 64 250 ;" Москва
"; 23 апреля; 4,0; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 10.7 с; США; 5; 5; 4295; 1725; 1445; 2600; 275/1045; 1175; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 187; 10.7; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 5800; 150 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 79 × 81.5
56; Chevrolet Lanos I  ; 2008 ; 105 000 ; 150 000 ;" Санкт-Петербург
"; 23 апреля; 3,5; 1.5 л; 86 л.с.; механика; бензин; АИ-92; передний; 12.5 с; США; 4; 5; 4237; 1678; 1432; 2520; 395; 1070; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 172; 12.5; АИ-92; переднее, поперечное; 1498; нет; 86 / 63 при 5800; 130 при 3400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.5; 76.5 × 81.5
57; Chevrolet Cruze I  ; 2012 ; 350 000 ; 111 000 ;" Москва
"; 9 апреля; 4,3; 1.4 л; 140 л.с.; автомат; бензин; АИ-95; передний; 10.3 с; США; 4; 5; 4597; 1788; 1477; 2685; 450;; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 200; 10.3; АИ-95;; 1364; турбонаддув; 140 / 103 при 6000; 200 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный);; 
58; Chevrolet Cruze I Рестайлинг  ; 2013 ; 460 000 ; 110 000 ;" Санкт-Петербург
"; 23 апреля; 4,4; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 12.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1360; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 12.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 79 × 81.5
59; Chevrolet Tahoe II  ; 2004 ; 410 000 ; 190 000 ;" Санкт-Петербург
"; 23 апреля; 4,6; 5.3 л; 299 л.с.; автомат; бензин; АИ-92; полный; 9.8 с; США; 5; 9; 5052; 2004; 1885; 2946; 460; 2350; автомат; 4; полный; независимая, торсионная; независимая, пружинная; дисковые вентилируемые; дисковые; 170; 9.8; АИ-92; переднее, продольное; 5327; нет; 299 / 220 при 5200; 447 при 4000; V-образное; 8; 2; распределенный впрыск (многоточечный); 9.5; 96 × 92
60; Chevrolet Cruze I Рестайлинг  ; 2013 ; 515 000 ; 71 400 ;" Санкт-Петербург
"; 23 апреля; 4,4; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 12.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1360; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 12.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 79 × 81.5
61; Chevrolet Lanos I  ; 2008 ; 140 000 ; 69 142 ;" Санкт-Петербург
"; 23 апреля; 3,5; 1.5 л; 86 л.с.; механика; бензин; АИ-92; передний; 12.5 с; США; 4; 5; 4237; 1678; 1432; 2520; 395; 1070; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 172; 12.5; АИ-92; переднее, поперечное; 1498; нет; 86 / 63 при 5800; 130 при 3400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.5; 76.5 × 81.5
62; Chevrolet Aveo I Рестайлинг  ; 2011 ; 320 000 ; 82 000 ;" Владимир
"; 23 апреля; 3,8; 1.2 л; 84 л.с.; механика; бензин; АИ-95; передний; 12.8 с; США; 4; 5; 4310; 1710; 1505; 2480; 400; 1000; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 170; 12.8; АИ-95; переднее, поперечное; 1206; нет; 84 / 62 при 6000; 114 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 69.7 × 79
63; Chevrolet Lacetti  ; 2011 ; 370 000 ; 70 000 ;" Касимов
"; 23 апреля; 4,0; 1.6 л; 109 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 5; 5; 4295; 1725; 1445; 2600; 275/1045; 1175; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 175; 11.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 5800; 150 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 79 × 81.5
64; Chevrolet Niva I Рестайлинг  ; 2012 ; 415 000 ; 53 180 ;" Санкт-Петербург
"; 23 апреля; 3,4; 1.7 л; 80 л.с.; механика; бензин; АИ-95; полный; 19 с; США; 5; 5; 4048; 1770; 1652; 2450; 320/650; 1410; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 140; 19; АИ-95; переднее, продольное; 1690; нет; 80 / 59 при 5000; 127 при 4000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.3; 82 × 80
65; Chevrolet Cruze I  ; 2011 ;425 000 ; 134 500 ;" Москва
"; 20 апреля; 4,3; 1.8 л; 141 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 4; 5; 4597; 1788; 1477; 2685; 450; 1315; автомат; 6; передний; независимая, пружинная; полунезависимая, торсионная; дисковые вентилируемые; дисковые; 190; 11.5; АИ-95; переднее, поперечное; 1796; нет; 141 / 103 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 9.7; 80.5 × 88.2
66; Chevrolet Cruze I Рестайлинг  ; 2013 ; 490 000 ; 108 000 ;" Санкт-Петербург
"; 27 ноября 2017; 4,4; 1.6 л; 109 л.с.; автомат; бензин; АИ-95; передний; 13.5 с; США; 5; 5; 4510; 1797; 1477; 2685; 413; 1390; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 177; 13.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 79 × 81.5
67; Chevrolet Cruze I Рестайлинг  ; 2013 ; 460 000 ; 146 000 ;" Москва
"; 23 апреля; 4,4; 1.6 л; 109 л.с.; механика; бензин; АИ-95; передний; 12.5 с; США; 5; 5; 4510; 1797; 1477; 2685; 413; 1365; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 12.5; АИ-95; переднее, поперечное; 1598; нет; 109 / 80 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 79 × 81.5
68; Chevrolet Express II  ; 2005 ; 900 000 ; 300 000 ;" Санкт-Петербург
"; 15 февраля; 4,8; 5.3 л; 285 л.с.; автомат; бензин; АИ-95; полный;; США; 5; 8; 5560; 2360; 2040; 3410; 752; 2540; автомат; 4; полный; независимая, пружинная; зависимая, рессорная; дисковые; дисковые вентилируемые;;; АИ-95; переднее, продольное; 5327; нет; 285 / 210 при 5200; 440 при 4000; V-образное; 8; 2; распределенный впрыск (многоточечный); 9.5; 96 × 92
69; Chevrolet Lanos I  ; 2008 ; 115 000 ; 185 000 ;" Санкт-Петербург
"; 23 апреля; 3,5; 1.5 л; 86 л.с.; механика; бензин; АИ-92; передний; 12.5 с; США; 4; 5; 4237; 1678; 1432; 2520; 395; 1070; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 172; 12.5; АИ-92; переднее, поперечное; 1498; нет; 86 / 63 при 5800; 130 при 3400; рядное; 4; 2; распределенный впрыск (многоточечный); 9.5; 76.5 × 81.5
70; Chevrolet Niva I  ; 2007 ; 200 000 ; 88 000 ;" Курск
"; 23 апреля; 3,5; 1.7 л; 80 л.с.; механика; бензин; АИ-95; полный; 19 с; США; 5; 5; 4048; 1770; 1652; 2450; 320/650; 1400; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 140; 19; АИ-95; переднее, продольное; 1690; нет; 80 / 59 при 5000; 128 при 4000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.3; 82 × 80
71; Chevrolet Cruze I Рестайлинг  ; 2015 ; 749 800 ; 45 000 ;" Санкт-Петербург
"; 23 апреля; 4,4; 1.8 л; 141 л.с.; автомат; бензин; АИ-95; передний; 11.5 с; США; 5; 5; 4675; 1797; 1484; 2685; 500/1478; 1475; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 192; 11.5; АИ-95; переднее, поперечное; 1796; нет; 141 / 104 при 6200; 176 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 80.5 × 88.2
72; Chevrolet Tahoe III  ; 2008 ; 900 000 ; 141 120 ;" Санкт-Петербург
"; 23 апреля; 4,7; 5.3 л; 324 л.с.; автомат; бензин;; полный; 8.5 с; США; 5; 5, 7; 5131; 2007; 1953; 2946; 1162/2269; 2515; автомат; 4; полный; независимая, торсионная; зависимая, пружинная; дисковые вентилируемые; дисковые; 180; 8.5;; переднее, продольное; 5327; нет; 324 / 239 при 5200; 461 при 4200; V-образное; 8; 2; распределенный впрыск (многоточечный); 9.9; 96 × 92
73; Chevrolet Epica I  ; 2008 ; 350 000 ; 130 000 ;" Рязань
"; 31 декабря 2017; 4,3; 2.0 л; 143 л.с.; механика; бензин; АИ-95; передний; 9.9 с; США; 4; 5; 4805; 1810; 1450; 2700; 480; 1460; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 207; 9.9; АИ-95; переднее, поперечное; 1993; нет; 143 / 105 при 6400; 195 при 4600; рядное; 6; 4; распределенный впрыск (многоточечный); 10.2; 75 × 75.2
74; Chevrolet Epica I Рестайлинг  ; 2010 ; 429 000 ; 145 000 ;" Москва
"; 24 апреля; 4,2; 2.0 л; 143 л.с.; автомат; бензин; АИ-95; передний; 11.8 с; США; 4; 5; 4805; 1810; 1450; 2700; 480; 1500; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 199; 11.8; АИ-95; переднее, поперечное; 1993; нет; 143 / 105 при 6400; 195 при 4600; рядное; 6; 4; распределенный впрыск (многоточечный); 10.2; 75 × 75.2
