;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
223; LADA (ВАЗ) Largus I  ; 2015 ; 445 000 ; 37 000 ;" Луховицы
"; 23 апреля; 3,7; 1.6 л; 84 л.с.; механика; бензин; АИ-95; передний; 14.5 с; Россия; 5; 5, 7; 4470; 1750; 1636; 2905; 135/2350; 1270; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 156; 14.5; АИ-95; переднее, поперечное; 1598; нет; 84 / 62 при 5500; 124 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 79.5 × 80.5
224; LADA (ВАЗ) Priora I  ; 2009 ; 155 000 ; 158 000 ;" Красноярск
"; 23 апреля; 3,6; 1.6 л; 98 л.с.; механика; бензин; АИ-95; передний; 11.5 с; Россия; 5; 5; 4210; 1680; 1420; 2492; 360/705; 1088; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 183; 11.5; АИ-95; переднее, поперечное; 1596; нет; 98 / 72 при 5600; 145 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.3; 82 × 75.6
225; LADA (ВАЗ) 2115  ; 2004 ; 85 000 ; 184 000 ;" Куркино
"; 23 апреля; 3,0; 1.5 л; 78 л.с.; механика; бензин; АИ-95; передний; 14 с; Россия; 4; 5; 4330; 1650; 1402; 2460; 445; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 14; АИ-95; переднее, поперечное; 1500; нет; 78 / 58 при 5400; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.9; 82 × 71
226; LADA (ВАЗ) 2107  ; 2007 ; 80 000 ; 33 000 ;" Щекино
"; 23 апреля; 2,6; 1.6 л; 74 л.с.; механика; бензин; АИ-95; задний; 16 с; Россия; 4; 5; 4145; 1620; 1446; 2424; 379; 1060; механика; 5; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 150; 16; АИ-95; переднее, продольное; 1568; нет; 74 / 54 при 5300; 116 при 3750; рядное; 4; 2; распределенный впрыск (многоточечный); 8.5; 79 × 80
227; LADA (ВАЗ) 2110  ; 2005 ; 50 000 ; 180 ;" Воронеж
"; 23 апреля; 3,0; 1.6 л; 90 л.с.; механика; бензин; АИ-95; передний; 12 с; Россия; 4; 5; 4265; 1680; 1420; 2492; 450; 1040; механика; 5; передний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 180; 12; АИ-95; переднее, поперечное; 1596; нет; 90 / 66 при 5000; 131 при 3700; рядное; 4; 4; распределенный впрыск (многоточечный);; 
228; LADA (ВАЗ) Priora I Рестайлинг  ; 2013 ; 265 000 ; 112 000 ;" Саранск
"; 23 апреля; 3,3; 1.6 л; 98 л.с.; механика; бензин; АИ-95; передний; 11.5 с; Россия; 5; 5; 4210; 1680; 1435; 2492; 360/705; 1163; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 183; 11.5; АИ-95; переднее, поперечное; 1596; нет; 98 / 72 при 5600; 145 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 82 × 75.6
229; LADA (ВАЗ) 2121 (4x4)  ; 2007 ; 185 000 ; 90 000 ;" Самара
"; 23 апреля; 3,1; 1.7 л; 83 л.с.; механика; бензин; АИ-95; полный; 19 с; Россия; 3; 5; 3720; 1680; 1640; 2200; 265/585; 1210; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 137; 19; АИ-95; переднее, продольное; 1690; нет; 83 / 60 при 5000; 128 при 4000; рядное; 4; 2; распределенный впрыск (многоточечный); 8.5; 82 × 80
230; LADA (ВАЗ) 2114  ; 2005 ; 100 000 ; 112 000 ;" Златоуст
"; 23 апреля; 3,1; 1.5 л; 77 л.с.; механика; бензин; АИ-95; передний; 13 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 13; АИ-95; переднее, поперечное; 1499; нет; 77 / 56 при 5400; 116 при 2800 – 3200; рядное; 4; 2; распределенный впрыск (многоточечный);; 
231; LADA (ВАЗ) 2107  ; 1998 ; 20 000 ; 100 000 ;" Ростов-на-Дону
"; 23 апреля; 2,6; 1.5 л; 72 л.с.; механика; бензин; АИ-95; задний; 17 с; Россия; 4; 5; 4145; 1620; 1446; 2424; 379; 1060; механика; 5; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 150; 17; АИ-95; переднее, продольное; 1452; нет; 72 / 53 при 5000; 105 при 3500; рядное; 4; 2; распределенный впрыск (многоточечный); 8.5; 76 × 80
232; LADA (ВАЗ) 2114  ; 2006 ; 69 000 ; 240 000 ;" Дмитров
"; 23 апреля; 3,1; 1.5 л; 77 л.с.; механика; бензин; АИ-95; передний; 13 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 13; АИ-95; переднее, поперечное; 1499; нет; 77 / 56 при 5400; 116 при 2800 – 3200; рядное; 4; 2; распределенный впрыск (многоточечный);; 
233; LADA (ВАЗ) 2112  ; 2003 ; 88 000 ; 181 000 ;" Волгоград
"; 23 апреля; 3,1; 1.5 л; 92 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Россия; 5; 5; 4170; 1680; 1420; 2489; 399/730; 1040; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 185; 12.5; АИ-95; переднее, поперечное; 1500; нет; 92 / 68 при 5600; 128 при 3700; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 82 × 71
234; LADA (ВАЗ) 2112  ; 2007 ; 115 000 ; 132 000 ;" Ступино
"; 23 апреля; 3,1; 1.6 л; 81 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Россия; 5; 5; 4170; 1680; 1420; 2489; 399/730; 1040; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 170; 13.5; АИ-95; переднее, поперечное; 1597; нет; 81 / 59 при 5200; 120 при 2700; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 75.6
235; LADA (ВАЗ) 1111 Ока СеАЗ  ; 2005 ; 75 000 ; 65 000 ;" Москва
"; 23 апреля; 2,9; 0.8 л; 33 л.с.; механика; бензин; АИ-95; передний; 24 с; Россия; 3; 4; 3200; 1420; 1400; 2180; 210/630; 675; механика; 4; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 130; 24; АИ-95; переднее, поперечное; 749; нет; 33 / 24 при 5600; 52 при 3200; рядное; 2; 2; карбюратор; 9.9; 82 × 71
236; LADA (ВАЗ) Priora I Premier  ; 2008 ; 150 000 ; 127 000 ;" Тула
"; 31 марта; 3,6; 1.6 л; 98 л.с.; механика; бензин; АИ-95; передний; 11.5 с; Россия; 4; 5; 4350; 1680; 1420; 2492; 430; 1163; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; барабанные; 183; 11.5; АИ-95;; 1597; нет; 98 / 72 при 5600; 145 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 82 × 75.6
237; LADA (ВАЗ) 2110  ; 2000 ; 65 000 ; 61 000 ;" Кораблино
"; 23 апреля; 3,0; 1.5 л; 73 л.с.; механика; бензин; АИ-92; передний; 14 с; Россия; 4; 5; 4265; 1680; 1420; 2492; 450; 1010; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 14; АИ-92; переднее, поперечное; 1499; нет; 73 / 54 при 5600; 109 при 3000; рядное; 4; 2; карбюратор; 9.9; 82 × 71
238; LADA (ВАЗ) 2104  ; 2008 ; 90 000 ; 140 000 ;" Челябинск
"; 23 апреля; 2,3; 1.6 л; 74 л.с.; механика; бензин; АИ-95; задний; 17 с; Россия; 5; 5; 4115; 1620; 1443; 2424; 345/1035; 1020; механика; 5; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 145; 17; АИ-95; переднее, продольное; 1568; нет; 74 / 54 при 5300; 116 при 3650; рядное; 4; 2; распределенный впрыск (многоточечный); 8.5; 79 × 80
239; LADA (ВАЗ) 2110  ; 1999 ; 39 000 ; 175 455 ;" Новодвинск
"; 23 апреля; 3,0; 1.5 л; 79 л.с.; механика; бензин; АИ-95; передний; 14 с; Россия; 4; 5; 4265; 1680; 1420; 2492; 450; 1080; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 170; 14; АИ-95; переднее, поперечное; 1499; нет; 79 / 57 при 5400; 109 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.9; 82 × 71
240; LADA (ВАЗ) 2105  ; 2006 ; 75 000 ; 135 000 ;" Москва
"; 23 апреля; 2,6; 1.5 л; 75 л.с.; механика; бензин; АИ-92; задний; 18 с; Россия; 4; 5; 4130; 1620; 1446; 2424; 385; 995; механика; 5; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 145; 18; АИ-92; переднее, продольное; 1450; нет; 75 / 55 при 5600; 104 при 3400; рядное; 4; 2; карбюратор; 8.5; 76 × 80
241; LADA (ВАЗ) 2111  ; 2005 ; 110 000 ; 156 000 ;" Архангельск
"; 24 апреля; 3,1; 1.6 л; 90 л.с.; механика; бензин; АИ-95; передний; 15 с; Россия; 5; 5; 4285; 1680; 1480; 2492; 426/1420; 1020; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 160; 15; АИ-95; переднее, поперечное; 1596; нет; 90 / 66 при 5000; 131 при 3700; рядное; 4; 4; распределенный впрыск (многоточечный);; 
242; LADA (ВАЗ) 2121 (4x4)  ; 2004 ; 145 000 ; 95 000 ;" Нижний Новгород
"; 23 апреля; 3,1; 1.7 л; 79 л.с.; механика; бензин; АИ-92; полный; 19 с; Россия; 3; 5; 3720; 1680; 1640; 2200; 265/585; 1210; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 137; 19; АИ-92; переднее, продольное; 1690; нет; 79 / 60 при 5200; 125 при 3000; рядное; 4; 2; карбюратор; 8.5; 82 × 80
243; LADA (ВАЗ) 21099  ; 2002 ; 55 000 ; 230 000 ;" Казань
"; 23 апреля; 3,1; 1.5 л; 78 л.с.; механика; бензин; АИ-95; передний; 13 с; Россия; 4; 5; 4205; 1620; 1400; 2460; 400; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 156; 13; АИ-95; переднее, поперечное; 1499; нет; 78 / 57 при 5400; 116 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.9; 82 × 71
244; LADA (ВАЗ) Granta  ; 2013 ; 295 000 ; 82 090 ;" Тула
"; 23 апреля; 3,5; 1.6 л; 98 л.с.; автомат; бензин; АИ-95; передний; 13.7 с; Россия; 4; 5; 4260; 1700; 1500; 2476; 480; 1075; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 168; 13.7; АИ-95; переднее, поперечное; 1596; нет; 98 / 72 при 5600; 145 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 82 × 75.6
245; LADA (ВАЗ) 2115  ; 2007 ; 65 000 ; 150 000 ;" Усть-Лабинск
"; 23 апреля; 3,0; 1.6 л; 80 л.с.; механика; бензин; АИ-95; передний; 13.2 с; Россия; 4; 5; 4330; 1650; 1402; 2460; 445; 1000; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 158; 13.2; АИ-95; переднее, поперечное; 1596; нет; 80 / 59 при 5200; 120 при 2700; рядное; 4; 2; распределенный впрыск (многоточечный);; 
246; LADA (ВАЗ) 2107  ; 2000 ; 30 001 ; 138 000 ;" Донецк
"; 23 апреля; 2,6; 1.6 л; 75 л.с.; механика; бензин; АИ-95; задний; 15 с; Россия; 4; 5; 4145; 1620; 1446; 2424; 379; 976; механика; 5; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 150; 15; АИ-95; переднее, продольное; 1568; нет; 75 / 56 при 5600; 122 при 3500; рядное; 4; 2; карбюратор; 8.5; 79 × 80
247; LADA (ВАЗ) Kalina I  ; 2011 ; 220 000 ; 55 000 ;" Екатеринбург
"; 23 апреля; 3,4; 1.4 л; 89 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Россия; 5; 5; 3850; 1700; 1500; 2470; 235; 1080; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 12.5; АИ-95; переднее, поперечное; 1390; нет; 89 / 65 при 5250; 127 при 4200 – 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 81 × 74
248; LADA (ВАЗ) Priora I  ; 2011 ; 204 999 ; 89 346 ;" Екатеринбург
"; 23 апреля; 3,6; 1.6 л; 81 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Россия; 5; 5; 4210; 1680; 1420; 2492; 360/705; 1088; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 172; 13.5; АИ-95; переднее, поперечное; 1596; нет; 81 / 60 при 5200; 120 при 2700; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 75.6
249; LADA (ВАЗ) 2114  ; 2005 ; 76 000 ; 233 524 ;" Владимир
"; 23 апреля; 3,1; 1.5 л; 77 л.с.; механика; бензин; АИ-95; передний; 13 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 13; АИ-95; переднее, поперечное; 1499; нет; 77 / 56 при 5400; 116 при 2800 – 3200; рядное; 4; 2; распределенный впрыск (многоточечный);; 
250; LADA (ВАЗ) Priora I  ; 2012 ; 259 000 ; 121 900 ;" Челябинск
"; 23 апреля; 3,6; 1.6 л; 98 л.с.; механика; бензин; АИ-95; передний; 11.5 с; Россия; 5; 5; 4210; 1680; 1420; 2492; 360/705; 1088; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 183; 11.5; АИ-95; переднее, поперечное; 1596; нет; 98 / 72 при 5600; 145 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.3; 82 × 75.6
251; LADA (ВАЗ) 21099  ; 2001 ;135 000 ; 210 000 ;" Саратов
"; 23 апреля; 3,1; 1.5 л; 70 л.с.; механика; бензин; АИ-92; передний; 14 с; Россия; 4; 5; 4205; 1620; 1400; 2460; 400; 960; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 155; 14; АИ-92; переднее, поперечное; 1499; нет; 70 / 51 при 5600; 106 при 3400; рядное; 4; 2; карбюратор; 9.9; 82 × 71
252; LADA (ВАЗ) 2114  ; 2007 ; 100 000 ; 57 700 ;" Иваново
"; 23 апреля; 3,1; 1.6 л; 81 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 985; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 160; 13.5; АИ-95; переднее, поперечное; 1596; нет; 81 / 60 при 5200; 120 при 2700; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 75.6
253; LADA (ВАЗ) 2114  ; 2007 ; 79 000 ; 120 000 ;" Рославль
"; 23 апреля; 3,1; 1.6 л; 81 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 985; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 160; 13.5; АИ-95; переднее, поперечное; 1596; нет; 81 / 60 при 5200; 120 при 2700; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 75.6
254; LADA (ВАЗ) 2109  ; 2002 ; 56 500 ; 256 000 ;" Наро-Фоминск
"; 23 апреля; 2,9; 1.5 л; 78 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Россия; 5; 5; 4006; 1650; 1402; 2460; 270/1000; 945; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 156; 12.5; АИ-95; переднее, поперечное; 1499; нет; 78 / 58 при 5400; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 71
255; LADA (ВАЗ) 2114  ; 2004 ; 110 000 ; 130 000 ;" Дубна
"; 23 апреля; 3,1; 1.5 л; 77 л.с.; механика; бензин; АИ-95; передний; 13 с; Россия; 5; 5; 4122; 1650; 1402; 2460; 330/632; 970; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 13; АИ-95; переднее, поперечное; 1499; нет; 77 / 56 при 5400; 116 при 2800 – 3200; рядное; 4; 2; распределенный впрыск (многоточечный);; 
256; LADA (ВАЗ) 2112  ; 2002 ; 85 000 ; 193 000 ;" Мурманск
"; 23 апреля; 3,1; 1.5 л; 92 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Россия; 5; 5; 4170; 1680; 1420; 2489; 399/730; 1040; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 185; 12.5; АИ-95; переднее, поперечное; 1500; нет; 92 / 68 при 5600; 128 при 3700; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 82 × 71
257; LADA (ВАЗ) 2112  ; 2004 ; 150 000 ; 163 000 ;" Шатура
"; 23 апреля; 3,1; 1.6 л; 90 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Россия; 5; 5; 4170; 1680; 1420; 2489; 399/730; 1060; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 180; 12.5; АИ-95; переднее, поперечное; 1597; нет; 90 / 66 при 5000; 131 при 3700; рядное; 4; 4; распределенный впрыск (многоточечный); 10.3; 82 × 75.6
258; LADA (ВАЗ) 2121 (4x4)  ; 1986 ; 40 000 ; 150 000 ;" Саратов
"; 5 апреля; 3,1; 1.6 л; 75 л.с.; механика; бензин; АИ-92; полный; 23 с; Россия; 3; 5; 3720; 1680; 1640; 2200; 265/585; 1150; механика; 4; полный; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 132; 23; АИ-92; переднее, продольное; 1580; нет; 75 / 55 при 5400; 116 при 3000; рядное; 4; 2; карбюратор; 8.5; 79 × 80
259; LADA (ВАЗ) 21099  ; 1996 ; 27 000 ; 296 000 ;" Батайск
"; 23 апреля; 3,1; 1.5 л; 70 л.с.; механика; бензин; АИ-92; передний; 14 с; Россия; 4; 5; 4205; 1620; 1400; 2460; 400; 960; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 155; 14; АИ-92; переднее, поперечное; 1499; нет; 70 / 51 при 5600; 106 при 3400; рядное; 4; 2; карбюратор; 9.9; 82 × 71
260; LADA (ВАЗ) 2112  ; 2003 ; 80 000 ; 188 076 ;" Тольятти
"; 23 апреля; 3,1; 1.5 л; 78 л.с.; механика; бензин; АИ-95; передний; 14 с; Россия; 5; 5; 4170; 1680; 1420; 2489; 399/730; 1020; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 170; 14; АИ-95; переднее, поперечное; 1500; нет; 78 / 57 при 5400; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.9; 82 × 71
261; LADA (ВАЗ) 2106  ; 2000 ; 40 000 ; 51 500 ;" Москва
"; 23 апреля; 2,6; 1.5 л; 72 л.с.; механика; бензин; АИ-92; задний; 16 с; Россия; 4; 5; 4166; 1611; 1440; 2424; 345; 1035; механика; 4; задний; независимая, пружинная; зависимая, пружинная; дисковые; барабанные; 150; 16; АИ-92; переднее, продольное; 1452; нет; 72 / 53 при 5600; 106 при 3500; рядное; 4; 2; карбюратор; 8.5; 76 × 80
262; LADA (ВАЗ) Kalina I  ; 2007 ; 87 000 ; 170 355 ;" Москва
"; 23 апреля; 3,4; 1.6 л; 81 л.с.; механика; бензин; АИ-95; передний; 13.3 с; Россия; 5; 5; 3850; 1700; 1500; 2470; 235; 1080; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 160; 13.3; АИ-95; переднее, поперечное; 1596; нет; 81 / 60 при 5200; 120 при 2500 – 2900; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 82 × 75.6
263; LADA (ВАЗ) Largus I  ; 2015 ; 445 000 ; 37 000 ;" Липецк
"; 23 апреля; 3,7; 1.6 л; 84 л.с.; механика; бензин; АИ-95; передний; 14.5 с; Россия; 5; 5, 7; 4470; 1750; 1636; 2905; 135/2350; 1270; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 156; 14.5; АИ-95; переднее, поперечное; 1598; нет; 84 / 62 при 5500; 124 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 79.5 × 80.5
